Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDB11,OUT010,1692.5
FDN20,OUT045,2589.5
FDB59,OUT035,3372.5
FDJ58,OUT045,2654.5
FDU60,OUT046,2738.0
FDS03,OUT049,1187.5
FDU40,OUT019,1145.75
DRH15,OUT049,796.5
FDD04,OUT027,3689.75
FDQ01,OUT046,4095.0
FDF28,OUT035,2141.5
FDD22,OUT010,103.5
FDY19,OUT046,2060.5
FDN33,OUT035,1614.5
FDV36,OUT035,2209.5
FDW01,OUT010,463.0
FDJ28,OUT049,3064.0
FDB17,OUT035,3024.5
FDM40,OUT049,2187.0
FDV46,OUT045,2199.5
FDQ44,OUT049,2102.5
NCD42,OUT046,524.5
DRH37,OUT046,2572.0
FDR10,OUT018,2382.25
NCD06,OUT027,2114.75
FDI53,OUT046,2686.25
FDG16,OUT035,3482.5
DRB25,OUT046,1464.25
FDY09,OUT046,2915.75
FDX48,OUT045,2428.5
FDC03,OUT010,1157.75
FDT47,OUT035,1675.5
FDW44,OUT027,4173.75
FDT24,OUT017,1233.75
FDT12,OUT019,1600.75
NCS38,OUT035,1882.5
FDO39,OUT035,3021.5
FDA13,OUT046,662.5
FDO48,OUT035,3621.5
DRJ01,OUT017,2533.75
FDD53,OUT018,422.25
NCT05,OUT049,4001.5
FDQ51,OUT045,804.5
FDU60,OUT013,2762.25
FDC59,OUT046,1076.25
FDP36,OUT035,1004.5
NCM19,OUT017,1937.75
FDL16,OUT035,757.5
FDE50,OUT018,2934.25
NCR18,OUT013,833.25
NCD30,OUT035,1643.5
FDH31,OUT013,1638.25
FDD56,OUT019,929.75
FDC47,OUT049,3710.0
FDZ21,OUT045,1588.5
FDM01,OUT049,1782.5
FDF24,OUT013,1403.25
FDW23,OUT017,675.75
FDY52,OUT018,862.25
DRH37,OUT027,4010.75
DRO47,OUT027,3470.75
FDR25,OUT049,4384.0
FDQ24,OUT027,5435.75
DRJ51,OUT018,3272.25
NCU06,OUT035,4032.5
NCV18,OUT018,1144.25
NCC06,OUT027,3338.75
FDZ01,OUT018,1582.25
FDT14,OUT017,1881.75
FDD11,OUT019,2100.75
FDN09,OUT017,3883.75
NCO18,OUT010,972.5
FDZ50,OUT045,2889.5
FDS44,OUT013,3883.25
FDI36,OUT045,3232.5
FDA26,OUT010,1474.25
NCY53,OUT049,2007.0
FDF32,OUT049,3255.0
FDF59,OUT010,56.75
FDB20,OUT046,1330.5
DRH11,OUT035,953.5
FDT03,OUT049,2959.0
NCH06,OUT035,3724.5
FDR55,OUT049,3170.5
FDI10,OUT035,3048.5
FDZ12,OUT045,2239.5
FDM12,OUT049,3009.0
DRB25,OUT045,1407.5
NCS41,OUT013,2834.25
NCT53,OUT049,2546.5
NCD55,OUT013,638.25
FDY08,OUT049,2538.5
NCP55,OUT049,987.0
FDA33,OUT013,2380.25
FDQ33,OUT013,2447.25
FDE45,OUT027,4459.75
FDT26,OUT013,1850.25
NCV53,OUT049,3940.0
FDK60,OUT027,3084.75
NCJ29,OUT046,1307.0
FDI15,OUT045,4148.5
FDX21,OUT013,1822.25
FDV49,OUT019,2313.75
DRO59,OUT046,1472.5
FDZ14,OUT045,1945.5
FDP32,OUT027,3444.75
FDC33,OUT017,3333.75
FDT14,OUT010,136.0
NCN54,OUT027,2765.75
FDR57,OUT027,3998.75
DRK12,OUT046,615.0
FDX52,OUT049,3215.5
FDX08,OUT010,988.5
FDP10,OUT010,296.75
NCP50,OUT045,1203.5
NCL06,OUT013,4292.25
FDP25,OUT013,3507.25
FDE53,OUT013,1828.25
FDL27,OUT017,1123.75
FDC35,OUT049,3371.5
DRJ47,OUT010,612.25
FDD16,OUT018,984.25
NCN42,OUT049,2482.5
FDC38,OUT027,3587.75
NCO07,OUT045,3299.5
FDQ20,OUT049,844.0
FDI32,OUT046,1954.5
FDN20,OUT010,767.75
DRJ51,OUT027,4958.75
FDU08,OUT045,1577.5
DRN37,OUT019,710.75
FDD05,OUT010,49.0
FDW15,OUT046,2354.25
FDI52,OUT046,2075.75
DRM11,OUT049,4401.0
NCO06,OUT045,539.5
FDU38,OUT049,3055.0
FDU59,OUT018,2344.25
FDJ10,OUT046,2175.75
FDM13,OUT049,2214.5
NCJ30,OUT019,714.75
FDM45,OUT018,1630.25
FDP36,OUT045,753.5
NCD30,OUT010,431.5
FDN48,OUT017,1539.75
FDY32,OUT049,2809.5
FDU47,OUT046,2335.75
FDF17,OUT019,1161.75
FDP34,OUT017,2529.75
FDA47,OUT049,2696.0
DRD27,OUT027,2972.75
FDW38,OUT045,716.5
FDZ15,OUT019,23.75
FDZ03,OUT027,4454.75
NCN19,OUT049,3072.0
FDG02,OUT035,3154.5
FDS31,OUT035,3135.5
FDW43,OUT019,1714.75
FDZ47,OUT010,211.25
FDO57,OUT017,2579.75
NCL07,OUT013,808.25
NCV42,OUT013,1920.25
FDP40,OUT017,1885.75
FDP48,OUT019,1005.75
FDH21,OUT017,2779.75
NCP02,OUT049,1120.5
FDK24,OUT049,888.0
FDC41,OUT045,1119.5
FDF08,OUT017,1551.75
FDO49,OUT017,1053.75
FDS56,OUT027,5641.75
FDX46,OUT018,798.25
FDQ07,OUT013,3651.25
FDC32,OUT010,408.25
FDT21,OUT019,1898.75
FDG58,OUT045,2387.5
FDW14,OUT049,1396.0
DRA12,OUT027,3587.75
FDV27,OUT013,1577.25
DRD25,OUT013,1787.25
DRF48,OUT027,4397.75
FDX24,OUT017,1601.75
DRJ51,OUT046,3515.25
FDE45,OUT045,2957.5
FDE14,OUT046,1836.75
FDG53,OUT045,2056.5
FDT08,OUT046,2302.75
DRC27,OUT027,5073.75
FDG20,OUT035,2971.5
FDC21,OUT046,1832.0
FDV31,OUT018,2614.25
FDB58,OUT045,2294.5
FDV23,OUT046,2040.75
FDA25,OUT019,213.25
FDC15,OUT046,2422.0
FDU47,OUT049,2388.0
FDE23,OUT013,993.25
FDS08,OUT013,2889.25
FDW03,OUT027,3117.75
FDJ60,OUT018,2314.25
FDM34,OUT017,2067.75
FDW33,OUT013,1657.25
FDZ40,OUT013,993.25
FDE33,OUT018,1262.25
NCC06,OUT010,18.25
FDU11,OUT046,1946.75
FDL44,OUT017,2655.75
NCZ29,OUT017,2277.75
FDG28,OUT010,1897.75
FDL12,OUT018,652.25
FDD52,OUT017,1831.75
FDO15,OUT013,1228.25
NCN29,OUT027,2287.75
FDW36,OUT013,1698.25
FDB21,OUT046,3850.75
FDZ28,OUT013,2197.25
FDY10,OUT035,2124.5
DRG39,OUT017,1063.75
FDN28,OUT013,1652.25
FDV15,OUT035,1859.5
DRI13,OUT035,3754.5
FDH20,OUT046,1554.5
FDY51,OUT013,3663.25
FDE16,OUT013,3432.25
FDX40,OUT018,346.25
FDC48,OUT018,1052.25
FDS14,OUT046,2406.0
FDX56,OUT017,3497.75
FDI10,OUT046,2882.0
FDI14,OUT013,2468.25
DRM48,OUT013,940.25
NCH07,OUT027,3663.75
FDY26,OUT013,3493.25
FDD02,OUT027,3417.75
FDM12,OUT046,2915.25
DRF01,OUT010,345.5
FDV36,OUT046,2058.25
DRI59,OUT013,3622.25
FDV03,OUT018,2284.25
FDO39,OUT017,2991.75
NCB07,OUT018,2820.25
FDH38,OUT027,3259.75
FDZ13,OUT035,1106.5
NCZ30,OUT046,2133.75
NCA06,OUT035,717.5
FDB04,OUT049,1527.0
FDN50,OUT013,1568.25
NCG06,OUT049,4084.5
NCY17,OUT018,574.25
FDC23,OUT046,2845.25
FDK33,OUT049,3499.5
FDR03,OUT049,3490.5
FDZ07,OUT045,1122.5
FDO38,OUT013,1283.25
FDS59,OUT046,1812.75
DRM11,OUT019,2362.75
FDX52,OUT027,4555.75
DRJ35,OUT018,532.25
NCP53,OUT046,3792.25
FDW15,OUT019,441.75
DRI47,OUT045,2278.5
DRZ11,OUT035,2069.5
FDS02,OUT013,3105.25
DRD49,OUT018,3416.25
FDW38,OUT049,849.5
FDR21,OUT019,929.75
FDE40,OUT013,1183.25
FDI02,OUT045,1910.5
FDQ04,OUT045,622.5
FDY14,OUT017,4339.75
NCT54,OUT046,1428.5
DRD25,OUT017,1839.75
DRE01,OUT045,3692.5
FDJ12,OUT010,1372.5
NCZ05,OUT049,1909.5
DRB25,OUT019,429.25
NCC31,OUT045,2291.5
FDM16,OUT045,1090.5
DRG11,OUT049,1776.5
FDV24,OUT027,3826.75
FDV43,OUT046,817.5
FDG05,OUT018,2164.25
FDV23,OUT010,118.5
FDI58,OUT018,1396.25
FDQ11,OUT017,4283.75
FDC05,OUT027,4580.75
FDF40,OUT013,3908.25
FDU02,OUT018,3278.25
FDT32,OUT013,2977.25
NCF06,OUT017,4055.75
FDT46,OUT013,787.25
FDR58,OUT010,408.25
FDY04,OUT046,2731.5
FDT58,OUT045,2468.5
FDE46,OUT049,2648.5
DRH11,OUT017,883.75
DRI51,OUT046,2849.5
FDC35,OUT017,3337.75
FDP45,OUT035,4140.5
FDC45,OUT017,2827.75
FDU01,OUT045,2968.5
FDJ53,OUT010,79.0
FDJ46,OUT017,2799.75
FDX07,OUT013,3086.25
NCI30,OUT049,3762.0
FDE47,OUT027,3551.75
FDV48,OUT045,1280.5
FDN16,OUT019,321.25
FDM52,OUT013,2254.25
FDA32,OUT027,4902.75
FDH05,OUT017,3683.75
FDW25,OUT010,543.0
FDQ09,OUT046,1870.0
NCM17,OUT010,1080.75
DRM59,OUT046,2649.0
FDV47,OUT027,2867.75
DRE15,OUT035,1325.5
FDS25,OUT010,129.25
NCZ05,OUT018,1566.25
NCV05,OUT019,618.75
DRM37,OUT046,3392.75
FDV58,OUT027,4538.75
FDN22,OUT027,5402.75
NCO06,OUT049,706.0
FDT56,OUT019,983.25
FDM02,OUT013,1449.25
FDA09,OUT046,2860.5
NCC06,OUT035,2033.5
NCL54,OUT049,3036.5
NCB55,OUT017,1009.75
FDB12,OUT017,1873.75
NCA54,OUT049,2915.5
NCS38,OUT049,1860.5
FDC02,OUT049,4222.5
FDK44,OUT019,886.75
FDE16,OUT035,3533.5
NCS05,OUT035,2168.5
FDZ59,OUT045,2681.5
FDI20,OUT017,3643.75
FDQ14,OUT046,2370.25
FDF53,OUT017,2957.75
FDW25,OUT017,1445.75
NCQ43,OUT010,195.25
FDX52,OUT013,3124.25
FDE28,OUT045,3662.5
FDN15,OUT017,2267.75
FDO28,OUT017,1911.75
FDQ33,OUT045,2377.5
FDM22,OUT010,1068.25
FDJ03,OUT017,829.75
FDI16,OUT045,951.5
FDI09,OUT027,5606.75
FDX55,OUT013,3540.25
FDS23,OUT027,3494.75
DRC12,OUT045,2730.5
FDH41,OUT049,3387.5
FDN01,OUT013,2842.25
FDV55,OUT045,2304.5
NCJ19,OUT013,879.25
NCY29,OUT010,900.75
FDP03,OUT018,1712.25
FDZ52,OUT045,1743.5
FDH31,OUT010,321.0
FDQ19,OUT018,3688.25
FDS15,OUT035,1908.5
FDN32,OUT017,2981.75
FDH32,OUT049,1631.0
FDF33,OUT017,2045.75
FDJ22,OUT046,2954.0
FDG56,OUT010,870.0
FDC05,OUT046,3109.75
FDK09,OUT013,3663.25
NCV29,OUT045,2811.5
NCC43,OUT019,1861.75
NCA42,OUT049,2570.5
FDC10,OUT046,1940.25
FDC16,OUT013,1454.25
NCL17,OUT013,2412.25
FDA51,OUT035,1914.5
FDW01,OUT017,2489.75
NCF30,OUT045,1795.5
FDN49,OUT013,812.25
FDY20,OUT045,1599.5
FDC15,OUT045,2327.5
FDY24,OUT046,1032.0
NCG43,OUT017,1565.75
FDA48,OUT013,3524.25
NCF55,OUT017,571.75
FDL38,OUT049,1547.0
NCQ29,OUT018,3854.25
FDC34,OUT017,2617.75
FDP36,OUT027,2294.75
FDN50,OUT010,400.5
FDO23,OUT049,1556.0
FDT56,OUT013,972.25
FDT13,OUT027,4366.75
FDZ03,OUT013,3061.25
FDQ03,OUT010,1890.25
FDU44,OUT045,2609.5
FDD03,OUT049,3696.5
NCH30,OUT013,1554.25
FDS60,OUT010,932.25
FDG08,OUT046,2725.25
FDX38,OUT017,891.75
FDD22,OUT017,1943.75
FDW51,OUT013,3366.25
FDL09,OUT017,2733.75
FDZ60,OUT045,1719.5
NCH07,OUT046,2226.0
NCQ41,OUT049,3269.5
FDW04,OUT049,2090.0
FDI08,OUT027,5583.75
FDR19,OUT019,498.75
FDV13,OUT046,1517.25
FDB52,OUT017,4139.75
FDZ48,OUT027,3296.75
NCO14,OUT049,930.0
FDZ50,OUT013,3014.25
FDN27,OUT019,89.25
FDQ60,OUT013,2065.25
FDR49,OUT017,921.75
DRJ35,OUT027,2279.75
DRI49,OUT017,1555.75
FDB47,OUT017,3473.75
FDP37,OUT010,116.5
FDR26,OUT049,2855.0
FDY31,OUT019,578.75
FDC11,OUT045,1365.5
DRP47,OUT035,4128.5
NCY54,OUT018,2552.25
FDR27,OUT046,2194.0
FDQ21,OUT019,109.75
NCQ29,OUT035,4315.5
FDJ02,OUT046,2359.25
FDE21,OUT018,1740.25
FDM39,OUT046,2653.25
FDZ01,OUT017,1905.75
NCB19,OUT018,1078.25
FDU03,OUT046,2951.25
FDP27,OUT049,3021.0
DRF01,OUT045,2220.5
FDM03,OUT049,1723.5
FDV01,OUT046,2585.5
FDS16,OUT046,2340.25
FDO45,OUT035,1578.5
NCX06,OUT035,3010.5
FDP13,OUT046,673.0
NCR38,OUT018,3730.25
FDA01,OUT013,1057.25
FDT26,OUT017,1863.75
FDD44,OUT027,5626.75
FDB26,OUT013,1079.25
FDP45,OUT019,2041.75
NCP55,OUT046,921.75
FDT23,OUT017,1329.75
FDO51,OUT045,629.5
FDA44,OUT046,964.75
NCJ31,OUT018,3412.25
FDX37,OUT045,1584.5
NCD18,OUT049,3622.0
FDN40,OUT027,3789.75
FDL33,OUT017,3083.75
DRF48,OUT035,3140.5
FDW08,OUT035,1789.5
FDX39,OUT018,3180.25
FDB38,OUT049,2791.5
FDY46,OUT018,2822.25
NCB06,OUT049,2539.5
FDA34,OUT035,2883.5
FDA35,OUT045,1882.5
FDQ07,OUT035,3741.5
FDU32,OUT045,1958.5
FDU26,OUT013,1988.25
FDU13,OUT010,409.25
FDO09,OUT035,4267.5
FDW03,OUT019,262.25
FDB38,OUT013,2739.25
FDL26,OUT010,478.25
NCN43,OUT045,1899.5
FDH08,OUT045,3546.5
NCC31,OUT019,449.75
FDH14,OUT035,2376.5
FDL40,OUT017,1571.75
FDD20,OUT035,2201.5
NCV53,OUT035,4020.5
FDD16,OUT045,1145.5
FDP24,OUT035,2018.5
FDQ25,OUT045,2812.5
FDM38,OUT035,1005.5
NCT18,OUT010,814.75
FDM34,OUT049,2111.5
DRH37,OUT010,695.75
NCE07,OUT013,2339.25
FDG12,OUT013,1943.25
FDB59,OUT010,1287.5
FDS10,OUT018,2578.25
FDN21,OUT010,571.25
FDM02,OUT045,1343.5
FDO44,OUT049,1861.0
NCN17,OUT017,1761.75
FDH16,OUT018,1108.25
FDL44,OUT046,2508.75
FDY47,OUT017,2359.75
DRI39,OUT046,1031.25
NCX54,OUT018,1396.25
FDE59,OUT046,737.75
FDO46,OUT045,2911.5
DRE13,OUT046,1398.75
FDW14,OUT013,1391.25
FDF35,OUT046,1670.75
FDO50,OUT019,501.25
DRF49,OUT017,1943.75
FDT60,OUT049,1988.0
FDP38,OUT045,741.5
FDA31,OUT027,4186.75
FDY52,OUT010,770.25
FDD03,OUT027,5060.75
FDN52,OUT018,1052.25
FDU20,OUT010,117.75
FDD22,OUT035,1939.5
NCB55,OUT019,1043.25
FDN27,OUT045,1791.5
FDD16,OUT013,1302.25
FDW48,OUT046,1216.5
DRN35,OUT045,415.5
FDX25,OUT049,2996.5
DRD49,OUT049,3744.0
FDE21,OUT019,91.75
FDN44,OUT035,2656.5
DRC01,OUT049,699.5
NCK30,OUT046,4020.75
FDU39,OUT013,1056.25
FDB49,OUT013,1731.25
FDS12,OUT045,1908.5
FDR57,OUT018,2318.25
FDX22,OUT027,4814.75
FDC60,OUT013,1530.25
NCE42,OUT049,3777.0
NCK42,OUT049,3567.5
DRE01,OUT017,3877.75
FDE57,OUT018,2158.25
DRK59,OUT019,1722.75
FDB10,OUT027,5207.75
FDQ25,OUT046,2885.5
FDY26,OUT017,3545.75
FDG28,OUT049,3902.5
FDM14,OUT049,1782.5
NCH29,OUT049,1372.0
FDD48,OUT049,1967.0
FDC17,OUT045,3247.5
DRH49,OUT027,2746.75
FDN44,OUT018,2266.25
FDC29,OUT045,1793.5
DRK01,OUT019,357.25
FDD48,OUT017,1965.75
FDB59,OUT013,3241.25
FDY45,OUT010,2209.5
FDX60,OUT035,1422.5
FDT09,OUT010,136.75
DRB24,OUT018,1938.25
FDL13,OUT035,3869.5
FDN16,OUT035,1753.5
FDK57,OUT013,2013.25
FDO22,OUT027,2735.75
FDC57,OUT010,1249.75
FDZ13,OUT027,2397.75
FDW27,OUT013,2473.25
FDX10,OUT049,773.0
FDY08,OUT018,2168.25
FDA49,OUT017,1509.75
FDC32,OUT018,1296.25
FDO04,OUT035,954.5
NCZ54,OUT013,2762.25
FDY40,OUT045,882.5
FDW36,OUT045,1583.5
FDE11,OUT017,3163.75
DRE37,OUT045,2892.5
NCK19,OUT017,3135.75
FDT19,OUT035,2885.5
FDE56,OUT045,1132.5
FDZ57,OUT010,229.0
FDB35,OUT035,1752.5
FDF09,OUT010,1291.25
FDO34,OUT046,2615.0
FDA55,OUT046,3621.0
NCM18,OUT035,1254.5
FDJ20,OUT019,57.75
DRQ35,OUT019,483.75
FDG02,OUT013,3047.25
NCU29,OUT018,2276.25
FDL27,OUT027,2419.75
NCA54,OUT035,2976.5
FDJ32,OUT035,1163.5
FDB21,OUT019,1948.75
FDR46,OUT035,2488.5
FDZ32,OUT046,1856.25
DRF36,OUT017,3115.75
NCU54,OUT017,3659.75
NCI31,OUT017,391.75
DRA59,OUT035,3004.5
NCC55,OUT045,421.5
FDE44,OUT018,698.25
NCN26,OUT018,1632.25
FDC11,OUT049,1505.5
FDV24,OUT035,2557.5
FDR40,OUT019,548.25
NCQ17,OUT049,2634.0
FDC46,OUT045,2854.5
NCM18,OUT046,1132.25
FDK16,OUT046,1557.0
FDI28,OUT017,1525.75
FDS11,OUT018,3358.25
DRD13,OUT046,1016.25
FDL36,OUT035,1489.5
FDI27,OUT013,944.25
FDJ53,OUT019,106.25
FDS44,OUT045,3816.5
FDE28,OUT046,3755.75
FDQ33,OUT018,2186.25
FDB37,OUT017,3971.75
FDQ31,OUT045,1461.5
NCQ05,OUT046,2441.0
FDE10,OUT013,2288.25
FDF38,OUT017,835.75
FDE50,OUT019,1267.75
DRG37,OUT010,652.5
NCH06,OUT049,3713.5
FDY14,OUT045,4161.5
FDO27,OUT017,1599.75
FDQ19,OUT049,4046.5
FDZ26,OUT019,1839.75
FDN51,OUT013,4152.25
FDK20,OUT035,2226.5
FDD40,OUT018,2812.25
DRI25,OUT018,842.25
FDH56,OUT017,1957.75
FDI36,OUT027,4725.75
DRH11,OUT018,532.25
NCV18,OUT017,1531.75
DRI01,OUT049,2991.0
DRE48,OUT049,3221.0
FDS51,OUT035,1168.5
FDM38,OUT017,917.75
FDB60,OUT027,4555.75
FDY58,OUT035,3903.5
FDY22,OUT045,2372.5
FDF11,OUT027,5214.75
FDZ51,OUT035,1853.5
FDQ45,OUT017,3095.75
FDF17,OUT035,3203.5
NCF31,OUT027,3697.75
FDA37,OUT013,2106.25
FDO51,OUT046,718.25
FDF34,OUT013,3202.25
FDD57,OUT018,1368.25
FDO37,OUT046,3656.0
FDR49,OUT049,968.5
FDS39,OUT049,2379.0
FDI48,OUT027,2482.75
DRM35,OUT049,3115.5
FDV57,OUT035,3112.5
FDZ55,OUT013,2731.25
FDI28,OUT035,1533.5
FDS21,OUT045,1033.5
FDT34,OUT013,1642.25
DRI25,OUT035,1219.5
FDT47,OUT010,406.0
DRH39,OUT045,1101.5
NCD54,OUT045,2156.5
FDU16,OUT027,2859.75
NCW29,OUT045,1879.5
FDV25,OUT027,5008.75
FDM56,OUT035,1853.5
FDZ04,OUT027,2557.75
FDG59,OUT019,1334.25
FDI56,OUT045,1554.5
FDS33,OUT035,1612.5
FDC23,OUT049,2897.0
FDT11,OUT049,3013.0
FDG17,OUT045,3764.5
FDZ44,OUT045,1938.5
FDJ52,OUT013,2524.25
DRI23,OUT046,2557.25
DRE15,OUT010,691.0
NCF07,OUT013,1521.25
NCR29,OUT049,1027.5
FDE44,OUT019,1001.25
FDT23,OUT035,1411.5
NCG06,OUT017,4127.75
NCU41,OUT010,1341.25
FDH46,OUT017,1719.75
FDV31,OUT013,2926.25
NCT41,OUT027,3753.75
FDE22,OUT027,4119.75
FDC26,OUT045,1713.5
DRF51,OUT017,681.75
NCY53,OUT019,0.75
FDY21,OUT017,3333.75
FDL27,OUT013,1039.25
FDZ34,OUT049,3234.5
NCF43,OUT010,213.0
FDC21,OUT035,1989.5
FDL26,OUT013,2468.25
FDT25,OUT010,65.75
NCR30,OUT046,1248.75
DRL23,OUT019,383.25
NCR05,OUT049,3227.0
NCE19,OUT018,624.25
FDY07,OUT035,1066.5
FDB10,OUT017,3871.75
FDP57,OUT013,1688.25
FDU48,OUT019,193.75
FDH48,OUT035,1439.5
FDO33,OUT035,1927.5
NCU29,OUT045,2520.5
FDW35,OUT046,671.5
FDH05,OUT010,1656.75
FDP26,OUT049,1653.0
DRG27,OUT035,916.5
FDQ33,OUT046,2450.0
FDH20,OUT010,328.5
FDV14,OUT046,1419.0
DRD01,OUT046,898.5
NCI17,OUT049,1378.5
FDF39,OUT010,2184.5
FDX37,OUT046,1660.0
NCX17,OUT035,3798.5
FDN03,OUT013,4001.25
NCS41,OUT010,875.75
FDH34,OUT045,2771.5
NCX53,OUT018,1978.25
FDY31,OUT046,2526.25
FDD20,OUT017,2205.75
FDE51,OUT045,784.5
FDV27,OUT046,1503.25
FDF16,OUT035,2447.5
FDZ02,OUT049,1698.0
NCK05,OUT045,988.5
FDM12,OUT027,4393.75
NCA05,OUT018,2092.25
FDX33,OUT045,2514.5
FDM25,OUT049,2931.0
FDE41,OUT018,1272.25
FDW14,OUT045,1275.5
NCD30,OUT046,1459.5
FDB23,OUT010,1767.75
FDF45,OUT046,1055.75
FDW20,OUT017,2081.75
FDF47,OUT045,3411.5
NCR05,OUT019,1253.75
DRB01,OUT046,2711.75
FDE36,OUT013,2820.25
FDU56,OUT049,3080.0
FDB23,OUT049,3758.0
FDN48,OUT049,1491.0
FDS43,OUT013,3067.25
NCN05,OUT013,2976.25
NCL53,OUT049,3022.5
FDL56,OUT046,1337.25
FDH17,OUT018,1234.25
FDP37,OUT046,2055.5
FDG09,OUT019,1110.75
FDA55,OUT045,3524.5
FDX31,OUT049,3906.5
FDJ41,OUT045,3976.5
DRC24,OUT045,2176.5
FDQ21,OUT035,2172.5
NCT54,OUT045,1323.5
FDH08,OUT049,3689.5
FDY38,OUT018,3518.25
DRM11,OUT010,2372.25
FDG32,OUT049,3552.5
NCH18,OUT046,3575.75
FDI20,OUT035,3668.5
FDA33,OUT018,2064.25
FDN45,OUT013,3486.25
FDT45,OUT010,1101.5
FDR32,OUT035,3878.5
FDA48,OUT017,3545.75
FDN23,OUT017,2409.75
NCR18,OUT035,920.5
FDD45,OUT046,1571.75
FDI22,OUT018,3132.25
FDT09,OUT013,2104.25
DRC24,OUT027,3657.75
FDT39,OUT046,2334.5
FDX28,OUT045,1488.5
FDA50,OUT018,1176.25
FDT33,OUT027,4061.75
FDQ60,OUT049,2093.0
NCM19,OUT018,1584.25
FDF40,OUT046,3868.0
NCI30,OUT035,3775.5
FDK34,OUT049,3892.5
FDA38,OUT027,5135.75
FDT02,OUT045,398.5
FDC11,OUT017,1505.75
FDD08,OUT046,750.25
NCS29,OUT046,4028.75
DRI03,OUT010,1024.5
FDK48,OUT035,1382.5
FDM52,OUT049,2357.0
FDP49,OUT035,1192.5
DRA24,OUT046,2572.0
NCJ43,OUT049,2817.0
FDE11,OUT045,2996.5
FDP01,OUT049,2650.0
FDQ59,OUT018,1232.25
FDA43,OUT019,1176.75
FDL14,OUT017,2553.75
FDV50,OUT010,23.25
FDT01,OUT027,4712.75
NCC42,OUT035,2208.5
FDO28,OUT046,1798.0
FDD32,OUT019,483.25
FDV45,OUT035,3137.5
NCW17,OUT019,11.25
NCJ17,OUT027,2764.75
NCF18,OUT049,2939.0
FDP01,OUT045,2474.5
FDH24,OUT045,2345.5
FDI38,OUT027,4964.75
FDX03,OUT035,979.5
FDY28,OUT046,3497.0
FDN34,OUT018,2432.25
FDJ02,OUT045,2330.5
FDW40,OUT019,251.75
FDX03,OUT017,907.75
FDE17,OUT027,4008.75
FDT58,OUT046,2540.25
FDI38,OUT013,3554.25
FDW22,OUT035,3661.5
FDS15,OUT027,3251.75
NCX06,OUT013,2919.25
DRK47,OUT035,3729.5
FDC23,OUT027,4279.75
FDM56,OUT010,258.5
FDP21,OUT046,3014.0
FDP58,OUT046,3387.0
FDA27,OUT019,2064.75
FDK41,OUT019,555.25
NCH42,OUT046,3349.25
FDG29,OUT045,571.5
FDW15,OUT018,2124.25
FDD28,OUT018,718.25
FDQ37,OUT049,3303.5
FDC23,OUT035,2993.5
FDV13,OUT035,1719.5
FDK33,OUT046,3395.25
FDO33,OUT013,1780.25
FDN21,OUT017,2603.75
NCW06,OUT027,4385.75
FDI38,OUT035,3652.5
FDC21,OUT027,3267.75
NCS05,OUT046,2020.0
NCN53,OUT049,742.0
FDV40,OUT010,676.0
FDG60,OUT017,3719.75
NCY30,OUT027,4479.75
FDM40,OUT045,2029.5
NCO30,OUT046,2966.75
FDK10,OUT046,2958.5
FDM36,OUT045,2616.5
FDN10,OUT013,1860.25
FDM46,OUT018,1124.25
FDX50,OUT049,1824.5
FDP33,OUT045,3889.5
FDO12,OUT045,2942.5
FDC28,OUT013,1792.25
FDO31,OUT045,1270.5
FDX45,OUT035,2617.5
FDV21,OUT049,2113.0
FDH04,OUT049,1508.5
NCG54,OUT013,2664.25
FDO13,OUT046,2611.25
FDA09,OUT027,4294.75
FDC38,OUT017,2253.75
NCO42,OUT046,2363.75
FDL45,OUT049,1991.5
NCK31,OUT013,904.25
FDM39,OUT017,2769.75
FDC22,OUT010,1140.0
FDF46,OUT046,1802.0
FDQ37,OUT045,3114.5
FDH41,OUT010,1324.25
FDQ04,OUT046,689.25
NCQ02,OUT027,4513.75
FDJ57,OUT027,4621.75
NCE07,OUT049,2344.0
FDE56,OUT013,1221.25
FDI20,OUT049,3585.5
FDK36,OUT018,582.25
FDP08,OUT027,4508.75
FDF44,OUT017,2245.75
NCU53,OUT017,2985.75
FDF47,OUT035,3662.5
FDS55,OUT010,489.5
FDZ52,OUT010,120.0
FDL04,OUT018,1302.25
NCM26,OUT035,2637.5
FDX43,OUT049,2813.0
FDP52,OUT049,3662.5
DRK49,OUT045,696.5
FDE38,OUT013,2831.25
DRF13,OUT035,2475.5
FDK41,OUT010,566.0
FDJ04,OUT027,3262.75
FDZ44,OUT018,1754.25
FDS11,OUT013,3681.25
FDA55,OUT049,3711.5
NCW53,OUT046,2942.5
FDB49,OUT027,3138.75
FDD23,OUT017,3165.75
NCV42,OUT045,1799.5
NCZ29,OUT018,1924.25
FDQ26,OUT013,1025.25
FDV08,OUT017,871.75
FDC53,OUT049,1692.0
FDV58,OUT010,1212.25
NCP02,OUT019,912.25
DRI37,OUT045,1015.5
FDQ12,OUT049,3763.0
FDE33,OUT046,1457.25
FDX27,OUT045,1446.5
FDM22,OUT017,913.75
NCH30,OUT019,388.25
FDC04,OUT017,3851.75
FDO38,OUT046,1255.25
FDV52,OUT027,3359.75
FDB32,OUT013,1674.25
FDV43,OUT018,590.25
FDI24,OUT018,2680.25
FDR40,OUT017,1493.75
FDW02,OUT049,1996.5
FDE44,OUT049,1040.0
